SURVEY_ID,SURVEY_RESPNS_ID,SURVEY_AA_CUST_UNIQUE_ID,SEG_DEP_DT,SEG_DEP_AIRPRT_IATA_CD,SEG_ARVL_AIRPRT_IATA_CD,OPERAT_FLIGHT_NBR,FLEET_CD,SUBFLEET_CD,CABIN_FLOWN_CD,LIKELIHOOD_RECOMMEND_ORIG_LANG_TXT,LIKELIHOOD_RECOMMEND_SCL,NET_PROMO_CATG,Wifif Category
SV_4SJm25NwBp7FfRs,R_6KvawRtgehdmPpj,8048881909.0,2026-06-15,PGV,CLT,6006,ERJ,EMP,Y,Delays and problems with wifi,0,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_5YhoL4zLublEGIa,460146306.0,2026-02-10,PIT,CLT,2718,321,A21,Y,Excellent in-flight service and wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_2y1miGSudkpDMKH,177510604.0,2026-07-16,TYS,CLT,5831,ERJ,EMP,Y,No wifi,6,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_3wtzkrLxIeBpSdn,4196878.0,2026-05-13,ORD,PVD,3800,EMJ,E7Q,C,WiFi was not working on the flight out - I had hoped to get some work done on the plane that required wifi,7,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_3U3nMtP0QrUexyx,10080310.0,2026-01-10,PBI,LGA,3317,737,38K,Y,Internet,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_7fZS7ct8FSJPGvs,1763338268.0,2026-04-24,SAN,CLT,582,321,A21,Y,On time; no issues with luggage; friendly staffNeed stronger WiFi,10,Promoter,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_3xxWtwe9Qi2X2bT,3595076.0,2026-01-18,MIA,CLT,1096,321,32E,Y,would like to know ahead of time if there is free wifi,9,Promoter,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_5ZSPGwJp4nrOSJj,406403210.0,2026-06-16,SFO,PHL,2941,321,32E,Y,"Clean plane, ontime arrival, spotty wifi",7,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_5mejUg7FF0gUqkJ,193041831.0,2026-03-11,TLH,MIA,3966,EMJ,E7M,Y,wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_67drtiLpmJ6e8mt,8066867080.0,2026-02-09,PHX,RNO,2670,737,38K,Y,Everything was smooth and quick. I LOVED the free in flight wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5fOLPZ4peRQlPMJ,108617285.0,2026-03-31,TUS,DFW,607,321,A21,Y,Snacks that a diabetic could eatWorking WiFi,8,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_12aIQqJav7D1JDs,8145530868.0,2026-08-03,PVU,DFW,4917,CRJ,OO7,Y,Return flight was delayed 2 hours and had inop wifi,1,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_5NJ5twwdL2TI7gf,8027193025.0,2026-05-14,SFO,PHL,1349,321,32E,Y,Wider aisles and working wifi,8,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1l6IEUyodmnCld2,8185834843.0,2026-08-11,JAX,DFW,1171,737,38R,Y,Easy fight and very kind flight attendants. Love the free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_6aPRwvrI7K3uy3c,1764691958.0,2026-02-01,MCO,LGA,3148,737,38K,Y,"Given the weather, everything was pretty good. We had an hr flight delay but that wasn't much. The flight attendants were talking in the back alot so no snack or beverage service. Love the free wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3pfLXt3omHRPXWd,192582658.0,2026-07-31,LGA,ORD,3100,737,38K,Y,No WiFi,0,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_7p5nK7LG5auv52p,208771393.0,2026-04-22,SFO,MIA,2802,737,38M,Y,"Everything was perfect, loved having wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_6Li8T6YFWWHvcVr,8169884958.0,2026-08-07,LIM,MIA,988,321,32E,Y,"To be honest I slept all the flight, it was really good though. Also I had free wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_30Y9YBs4aXkYQCQ,9608157.0,2026-03-13,MIA,YYZ,1246,319,19W,Y,"Better in-flight service, consistent WiFi",5,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_1r2I0jQvfpneeet,118716.0,2026-06-07,SBA,DFW,2510,737,38M,Y,I love the free WIFI,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5CdTh0cAa9phMWJ,1456298098.0,2026-01-21,DSM,PHX,941,319,A19,Y,"You got me here on time, limited wifi",8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_7zRRaI6LVnFpQi5,8169203119.0,2026-05-06,PSP,PHX,2570,320,A05,Y,"All very good, except no wifi",10,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_52Ude4vO889EP61,1396215297.0,2026-04-07,PHL,DFW,2533,321,A21,Y,Service was excellent as well as the wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3hF2Ifrs7XVfKXn,8165005390.0,2026-05-13,DFW,ANC,1787,321,32E,C,Unrelaible Wifi,0,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_72CaSYaIMJuWGHf,1104585411.0,2026-05-01,OKC,DFW,2438,737,38K,Y,Liked the free entertainment and wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1VlQ8GaEarFvoN8,9793410.0,2026-06-24,EDI,PHL,279,787,789,C,Comfortable. On time. No free wifi,9,Promoter,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_7tFiIeKrDFD1smh,84376965.0,2026-05-13,DFW,ANC,1787,321,32E,Y,Wifi,0,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_NXRe719DSC0pNm1,452214504.0,2026-08-01,MIA,LHR,38,777,77W,W,The only bad thing was there was no wifi,10,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1OZg3HzphmhZmDc,8016009761.0,2026-06-24,YVR,DFW,1099,321,A21,Y,on time- friendly service- free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5tJXV6sqxn9GWoK,8121926450.0,2026-02-10,ORD,LGA,4469,EMJ,E75,Y,Unexpected no wifi,8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_7wFfRrcYnDD6Kho,8065516321.0,2026-01-02,YYC,ORD,4161,EMJ,E7M,Y,Free wifi,6,Detractor,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7VwQxDOMHfCxh0Y,1200310192.0,2026-02-23,PHX,RSW,1501,737,38M,Y,Couldn't connect to your wifi,8,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_5Kxkfcp2bltViFP,8063843436.0,2026-01-16,DFW,AGU,3728,EMJ,E7M,Y,1 bathroom flight delays no wifi,0,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_3KZVwJ3s12r5NEH,302159568.0,2026-07-15,MIA,DFW,2575,321,A21,Y,"Nice crew, flight on time, clean jet, working wifi",8,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7mIfsV19jfNdpJj,10358814.0,2026-06-04,YYC,ORD,1633,737,38K,Y,"smooth boarding, good wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5EzBKMBPDtLxlJ2,8176538274.0,2026-06-27,IAD,DFW,1906,737,38K,Y,Free WiFi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_6hm97YsAXLQ5kwU,1229906372.0,2026-03-19,MSN,ORD,4961,CRJ,OO7,Y,Better wifi,8,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_7HcN63NBwyvMVKV,8063350648.0,2026-02-03,LGA,ORD,4679,EMJ,E75,Y,You could have potable water and working wifi,6,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1DdQT0G2ornzFsO,648484740.0,2026-06-09,AEX,DFW,3968,EMJ,E7M,Y,"AEX airport is easy to get in and out of. The flight itself is good, free movies through the onboard wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7bZ43MoeBqJqXQv,8162557796.0,2026-04-08,EYW,MIA,3577,EMJ,E7M,Y,Even after the seat belt light goes off they wait 1/2 hour to 45 min before they serve any beverages. Wait is way too long. Do like the free WIFI,6,Detractor,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3MhBtGyffnNLdkz,381971778.0,2026-03-30,PHL,DFW,3023,787,789,Y,Have working WiFi,7,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_2tbeYHQRqzQjDc0,8079178178.0,2026-07-22,SGU,PHX,4810,CRJ,OO7,Y,I was not able to get any wifi,6,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_34vejHKZ5TYRpQa,1687367831.0,2026-04-25,SFO,JFK,234,321,32T,Y,"Boarded quickly, took off early, landed early, surprise breakfast, kind flight attendants, free wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7QbYxUuth5eyRLi,8026548315.0,2026-03-21,CAE,DFW,3938,EMJ,E7M,Y,Everything went well except WIfi,9,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_6TOrun7AWMmniFP,7053395.0,2026-04-27,JAX,DFW,1171,737,38R,Y,Great service and free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1JlAWAFdocBkG34,1416844064.0,2026-04-06,AMS,PHL,203,787,789,Y,free wifi,9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7aZAOwyVMYSBKnf,8159542877.0,2026-01-22,PHL,CVG,5089,CRJ,CP9,Y,"Hot plane, cramed seats, valet tag bags, no wifi",3,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_57s7UmY20jfp0t6,369385109.0,2026-08-04,DCA,IND,4517,EMJ,E7R,C,No charger for laptop or phone and no wifi,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_4Wxo1E1tr4uFb4l,8178847454.0,2026-06-20,LAX,SYD,73,777,77W,Y,"I like the hospitality, but I couldn't use free wifi during the long flight. I used free wifi with your partner Quantas BNE  LAX flight and even AA 28 had free wifi",7,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_5DpeqYayQ1dPCtu,136629915.0,2026-05-02,JFK,LAX,306,777,772,C,No wifi,6,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_11pkvDeJGR3k3Yd,1726167589.0,2026-03-05,FLL,PHL,1292,737,38K,Y,enjoyed the free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5hFFwI0fkhg5jSI,367331444.0,2026-04-03,CLT,GNV,5998,ERJ,EMP,Y,No wifi,8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_5psbkaq189FQwkR,1717471118.0,2026-04-21,PHL,LAS,2482,321,32E,Y,WiFi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7InN0g7uD483uqC,1846203117.0,2026-04-16,PHX,IAH,6281,CRJ,CR9,C,"When I went to board the plane I scanned my boarding pass and I was told I was not on the flight, then the employee assisting my began to cuss and blame other employees in my presence while speaking to another American airlines employee.  I upgraded my seat to first class and was not informed at the time it was a bombardier airliner I was upgrading in.  Not worth the $250 upgrade on a Bombardier airline.  There was also confusion on seating and someone was told to move from my seat in order accommodate my seat, and caused conflicting with other passengers who were told to move to allow that person seating.  Very disorganized for an American Airlines flight, hoping my flight back home is better.  Also was told AFTER board there would be no in flight WiFi",1,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1eVIj3zD5NDI1Ux,557101237.0,2026-02-11,PXM,DFW,4131,EMJ,E7M,Y,"Good service, but I usually fly basic economy and basic economy is essentially the same across most major carriers.  Tight seating conditions, food less etc.  About the only differentiator is availability of free WiFi",8,Passive,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_7qSSf3vxwfQEOSl,331706919.0,2026-02-25,STL,CLT,2477,737,38M,Y,I was happy with the free WiFi,8,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3hEF8GQjVSH3U7P,4532128.0,2026-06-22,STL,ORD,4144,EMJ,E7M,Y,No wifi,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_3dHfIrl6TxRmYLx,43926394.0,2026-07-01,XNA,PHL,2978,319,19W,C,WiFi,6,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_52WqVZFLm6IiBqS,8160168654.0,2026-01-27,ORD,PHX,2319,737,38K,Y,Free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_53dE1IuxbWGYLt0,8127819213.0,2026-01-08,DCA,CAE,4801,EMJ,E75,Y,No WIFI,8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_7mKj33pNGDkU0EO,8166511198.0,2026-04-27,MHT,PHL,5803,ERJ,EMP,Y,"Crew was great, whish it was easier to access the free wifi",9,Promoter,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_1DDdAAinAWXfSHP,9565370.0,2026-07-16,PDX,DFW,2286,321,A21,C,"Ordinary flight.  AVERAGE service.  Bland food.  Poor ""free"" WiFi",5,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_3MERNpb0O7o1Iw9,213840999.0,2026-04-05,IND,DFW,2710,737,38K,Y,Flight was smooth and arrived early.   Baggage claim was quick.  Fix WiFi     There was no wifi for entire flight.  The gate agent said the flight offered wifi,8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1hEAWq9Zl6eblLr,430653442.0,2026-07-14,CLT,SFO,2556,321,A21,Y,"3 hr delay, drinks were not served early, no wifi",2,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_5I5TfcAsVkavDky,51933584.0,2026-03-28,MHT,DCA,5150,CRJ,CP9,C,All great except no WIFI,9,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_5iFph1JwtOzyhpA,139070455.0,2026-02-05,PHX,DFW,1565,321,A21,Y,Enjoyed the free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1gMvowx6V4S6bLg,1763906952.0,2026-08-15,MEM,MIA,1340,737,38K,C,The flight was comfortable and the attendance were great. No screens on the back headrest to watch movies for such a long flight and I could watch them on my phone although I was on their wifi,7,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_6PmD8awThiLUYNx,2151332.0,2026-06-14,PHX,OKC,6276,CRJ,CR9,Y,No wifi,1,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_6qBwORSiBIGwUDu,468481651.0,2026-06-17,FLL,DFW,277,321,32C,Y,No delays. Free WiFi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_CaHHZBIw4Skk8HD,144625328.0,2026-07-27,PHL,BUF,5925,ERJ,EMP,Y,"Everything was all right.  on time, cordial flight attendance. I still dont understand why these fights cannot provide WIFI",9,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_7jUP1jTg12CDqKJ,8165089200.0,2026-06-05,DFW,PHX,1648,321,A21,Y,"No service,  no wifi",0,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_6B3SYkd4GWMRiYC,1641852853.0,2026-03-12,RSW,DFW,2740,321,32E,Y,"Love the new A320 planes. More comfortable, and more room. Good flight, came in early, good staff. Also love free wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_6Yfy3jLnO4OFXlT,8152325755.0,2026-03-23,GJT,PHX,6279,CRJ,OO7,Y,No wifi,9,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_7dsKNTvsyMQyzKC,8118942407.0,2026-03-11,MIA,EZE,983,777,77W,Y,Seats were narrower than other flights. Flight attendant didnt gave good service. The flight was 2 hours dellayed. Didnt have wifi,2,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_5OzklbZpB2Mxtvz,188476919.0,2026-08-07,ABQ,LAX,4897,CRJ,OO7,Y,No WiFi,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_12nXgtcGwxxToCh,8185174392.0,2026-07-15,DFW,LAX,500,321,32E,Y,"Long flight, no in flight entertainment monitor. Signing up for your Wifi asked way too many questions that if hacked, would be bad for the person flying, that's why I didn't finish the questions to use the Wifi",7,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_3PjKcYkVwYz3dhw,365409576.0,2026-04-10,MEM,CLT,2346,737,38K,C,thank you for the wheelchair assistance and customer service.  everyone was very professional and I had a smooth experience. thank you kindly.  I enjoy the wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5M0Z3gDlChxbjvR,5243917.0,2026-06-23,MXP,PHL,299,787,788,Y,Seat not very comfortable No wifi,8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_8GkgluKewiliJ1v,8046515764.0,2026-07-26,LFT,DFW,4110,EMJ,E7M,Y,"retraso, falta de wifi",5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_72A3ijDe4rBu6mT,369209369.0,2026-01-11,MDT,CLT,3290,319,A19,Y,free wifi,8,Passive,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_5F2NgDf6U6rMYPv,8115208817.0,2026-02-13,BOS,DFW,2146,737,38K,Y,no free wifi,1,Detractor,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_1102Tzjfcui6ZY3,8164800459.0,2026-06-23,CUN,CLT,792,737,38K,C,The services were great except for wifi service. Southwest had free wifi,10,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_5aWVcLDWzXIRaCK,8171896003.0,2026-06-22,SJU,MIA,2581,737,38K,Y,"Flight got delayed by 1hr, but great wifi",8,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1ndgWYxOTY9SuNN,454468777.0,2026-06-10,SAV,DFW,5541,CRJ,CP9,Y,Mainly wifi,6,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1QPUK7OCK1PzRrb,183903879.0,2026-02-21,DCA,ORD,1944,319,A19,C,"Friendliness of the crew, clear announcements from the cockpit and wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5eG09ueRsQucFWV,8148969552.0,2026-01-02,POS,MIA,2703,737,38K,Y,Please improve on the snack choices and the wifi,8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_7jwA14zjiqxQeVm,8163048327.0,2026-02-06,RDU,DFW,802,321,A21,Y,Free wifi,8,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_10uqVhPhgJCMg3X,8021749013.0,2026-01-11,BNA,ORD,4757,EMJ,R75,Y,No free wifi,3,Detractor,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_6Q2UNbWnIRmmaZj,8045799912.0,2026-03-10,CLT,SJU,2674,321,32C,Y,Aircraft looks like the cheapest one available no video screen LOUSY WIFI,5,Detractor,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_5L5qM0zk0aer4Qe,477328522.0,2026-03-03,MIA,JFK,1717,787,788,Y,free wifi,3,Detractor,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_31yM7yFjXm4DuQn,366082706.0,2026-06-05,CLT,LAX,352,321,32C,Y,On time.  free wifi,8,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5aIFOUfSDR8SrgF,214822.0,2026-06-18,AUS,DFW,4923,CRJ,OO7,Y,No in cabin service.  I take this route on SWA and at least get water.We arrived early and then set waiting for our gate.NO WiFi,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_2ZE6dGfKhgo7AXV,1304360238.0,2026-07-27,FCO,MIA,53,777,772,C,"We checked 3 bags and even though tagged as priority one bag was almost the last bag onto the conveyor belt... and as business class we should have been given a ""promo"" code to use the wifi for free  instead of having to pay $35, since we were told the plane had not yet been upgraded to free wifi",8,Passive,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_PXSCQ6ZMyavDvxv,10573477.0,2026-07-23,DFW,PHL,3242,321,32C,Y,Delayed about an hour and then no wifi,5,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_51FIUpt6HWF4WRT,490210075.0,2026-04-14,VPS,DFW,2501,321,A21,Y,"On time, clean, courteous, free WiFi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1K9FidmK2stEFEX,382713884.0,2026-07-30,LAS,CLT,1454,321,A21,Y,Spacious seating and wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1hlNowW5BsfFPbn,592679338.0,2026-02-15,BOS,PHL,2096,320,320,Y,It was disappointing that only one person in our party could use wifi,5,Detractor,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_35SkA4WMzIZzSUq,10042405.0,2026-01-13,SFO,JFK,166,321,32T,C,Ontime flight;  good communication;  loved the free (and fast) WiFi,8,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7PAnGYCYvsx8mIY,1454846583.0,2026-03-15,GDL,PHX,6490,EMJ,O75,Y,No wifi,4,Detractor,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_5gMaZVwLI979kFY,367141966.0,2026-02-18,MCO,DCA,817,737,38R,Y,Love the free WiFi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_35L48jVUbKfZ91o,8056386779.0,2026-04-08,PHX,PHL,428,321,A21,Y,Boarding was very organized.  Screen in seatback is a better option than wifi,8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_3lylqp5blOGBLVx,8184370639.0,2026-07-09,MHT,CLT,5035,CRJ,CP9,Y,Just wish there was wifi,9,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_5Okyz34X8YbWomQ,23646951.0,2026-06-10,DFW,RDU,542,321,A21,Y,"On time, customer service, wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_6lW8jsvPmlNywbc,1345270780.0,2026-06-21,CLT,IND,1950,320,320,Y,The free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_5qqnXTvyWk4jnTn,1755172978.0,2026-03-14,DFW,ATL,2237,737,38K,Y,Love that there was free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3D03ojO5P1fSy3T,9678673.0,2026-08-11,LGA,DFW,2088,737,38K,Y,"Good people. Good planes. Charging ports at the seat, cell phone holder and free wifi",10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_1fPO55NWRTzVOi5,2581240.0,2026-05-13,DFW,SFO,446,321,A21,Y,on time and newer plane with solid wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7QFwMPT5s9kLRII,1848938052.0,2026-02-15,MIA,NAS,2365,319,A19,Y,After finally arriving my gate (D46). The gate was changed to D12 after the flight was delayed with was  annoying because of the distance between the gates but the fight itself was good especially with the WiFi,8,Passive,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7FE7BXQX7okXRtf,105415031.0,2026-05-18,OGG,DFW,116,777,772,W,I thought AA had enacted free WiFi. I am an advantage member with 2 credit cards and had to pay $35 each way for wifi,9,Promoter,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_1om5JUwFNGmEFyh,566723297.0,2026-06-11,PHX,DFW,3284,321,32E,Y,No on board WiFi,7,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_6Y4mp38CiVWpvFX,370769649.0,2026-01-17,CUN,PHX,3132,321,32E,C,Had to pay twice (with miles) for Onboard WiFi,7,Passive,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_7eiBcITzjvGibRv,56734304.0,2026-02-18,SAV,PHL,5299,CRJ,CP9,C,Earlier notification about flight delayNo WiFi,8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1doSwz8LDQ78KkD,176834492.0,2026-06-13,BCN,JFK,67,777,772,Y,No free Wifi,9,Promoter,"No free wifi (was available, but expensive, need more free wifi)"
SV_4SJm25NwBp7FfRs,R_1Nv1VnrqFGLAtGx,366831508.0,2026-03-01,CHS,LGA,4494,EMJ,E75,C,Improve consistency of first class product and wifi,7,Passive,Wi-Fi Connectivity Issues
SV_4SJm25NwBp7FfRs,R_1bTUYqc7y3r4Zgz,8172451457.0,2026-04-26,EWR,MIA,1196,321,32C,Y,Wifi,8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_2EFXHh2xipBxaGL,33168900.0,2026-07-15,LAX,ORD,1050,321,32C,Y,Left & arrived on time. Seats were more comfortable than some.  Enjoyed the free Wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3mldCgVrzb4wMho,1411331093.0,2026-07-03,SEA,MIA,654,737,38M,Y,"Confortable seats, free wifi",9,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_6ds4G9uWj7OBbKb,8099615179.0,2026-03-01,LAX,CLT,2116,321,32E,Y,Free wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_7f1b7DOxdAjBzbB,633342011.0,2026-04-17,EVV,CLT,5992,ERJ,EMP,Y,Friendly staff and safe delivery of services. It would benefit some of the passengers if all flights had available WiFi,10,Promoter,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_3lDrAJf9fQ2oKq3,1747593452.0,2026-04-25,CHS,ORD,2014,737,38K,Y,The WIFI,8,Passive,Wi-Fi Unavailable
SV_4SJm25NwBp7FfRs,R_1FgkYRpfFc3Sg9y,8073241464.0,2026-04-30,XPL,MIA,454,737,38M,Y,El wifi,10,Promoter,Satisfied with Wi-Fi Experience
SV_4SJm25NwBp7FfRs,R_3p5saKaoVkPrsFr,8114331230.0,2026-08-01,PHL,RDU,2403,319,19W,Y,No wifi,5,Detractor,Wi-Fi Unavailable
